pk_report_stock_balance,sort_key_report_stock_balance,c_des1,c_des2,diff_day,docno,first_recdate,GSI_ItemDate_Doc,GSI_PreEvent2,GSI_Wh_Prein_Item_Date_Doc,GSI_Whcode,itemcode,itemno,maincode,pre_event2,qtybal,qtyin,qtyout,seriesno,unitname,whcode
MG3#2021001#I-2021001-00043#1#1#P3801000400100,MG3#2021001#I-2021001-00043#1#1#P3801000400100,Matix ฝาครอบ,ไม่มีช่องขาว AM5500,1631,I-2021001-00043,2021-04-07,P3801000400100#2021-04-07#I-2021001-00043#1#1,2021001,2021001#P3801000400100#2021-04-07#I-2021001-00043#1#1,STORE SITE,P3801000400100,1,MG3,2021001,1,1,0,1,อัน,STORE SITE
MG5#2021001#I-2021001-00012#6#1#P2000101300000,MG5#2021001#I-2021001-00012#6#1#P2000101300000,ทรายหยาบ,,790,I-2021001-00012,2023-07-27,P2000101300000#2023-07-27#I-2021001-00012#6#1,2021001,2021001#P2000101300000#2023-07-27#I-2021001-00012#6#1,W001,P2000101300000,6,MG5,2021001,1,1,0,1,ลบ.ม.,W001
MG3#2021001#I-2021001-00049#71#1#P3801000500200,MG3#2021001#I-2021001-00049#71#1#P3801000500200,Matix กล่องลอย,AM5526S,1246,I-2021001-00049,2022-04-27,P3801000500200#2022-04-27#I-2021001-00049#71#1,2021001,2021001#P3801000500200#2022-04-27#I-2021001-00049#71#1,SITE,P3801000500200,71,MG3,2021001,1,1,0,1,ใบ,SITE
MG5#2021001#I-2021001-00006#19#1#P2000100400100,MG5#2021001#I-2021001-00006#19#1#P2000100400100,หิน,เบอร์ 1,1566,I-2021001-00006,2021-06-11,P2000100400100#2021-06-11#I-2021001-00006#19#1,2021001,2021001#P2000100400100#2021-06-11#I-2021001-00006#19#1,W002,P2000100400100,19,MG5,2021001,1,1,0,1,ลบ.ม.,W002
MG5#2021004#I-2021004-00135#2107#1#P2400104304400,MG5#2021004#I-2021004-00135#2107#1#P2400104304400,อุปกรณ์ความปลอดภัยส่วนบุคคล,หมวกเซฟตี้ สีแดง,383,I-2021004-00135,2024-09-06,P2400104304400#2024-09-06#I-2021004-00135#2107#1,2021004,2021004#P2400104304400#2024-09-06#I-2021004-00135#2107#1,001,P2400104304400,2107,MG5,2021004,1,1,0,1,ใบ,001
MG3#2021001#I-2021001-00034#1#1#P3801000300100,MG3#2021001#I-2021001-00034#1#1#P3801000300100,Matix ไฟสัญญาณ,สีส้มและใส AM5062B,1693,I-2021001-00034,2021-02-04,P3801000300100#2021-02-04#I-2021001-00034#1#1,2021001,2021001#P3801000300100#2021-02-04#I-2021001-00034#1#1,SITE,P3801000300100,1,MG3,2021001,1,1,0,1,ตัว,SITE
MG3#2022001#I-2022001-00001#2#1#P3801000100300,MG3#2022001#I-2022001-00001#2#1#P3801000100300,Matix สวิตช์,แผ่นปิด 2 ช่องร้อยสาย AM500P/2,1036,I-2022001-00001,2022-11-23,P3801000100300#2022-11-23#I-2022001-00001#2#1,2022001,2022001#P3801000100300#2022-11-23#I-2022001-00001#2#1,001,P3801000100300,2,MG3,2022001,1,1,0,1,ชิ้น,001
MG5#2021004#I-2021004-00135#1699#1#P3050101200113,MG5#2021004#I-2021004-00135#1699#1#P3050101200113,ปูนกาว TTB,(25 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101200113#2024-09-06#I-2021004-00135#1699#1,2021004,2021004#P3050101200113#2024-09-06#I-2021004-00135#1699#1,001,P3050101200113,1699,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021004#I-2021004-00135#1455#1#P1050100200500,MG5#2021004#I-2021004-00135#1455#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1455#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1455#1,001,P1050100200500,1455,MG5,2021004,1,1,0,1,เส้น,001
MG1#2021033#T-2021109-00001#3#1#WORF0010200200,MG1#2021033#T-2021109-00001#3#1#WORF0010200200,ค่าแรงติดตั้ง Alum. Flashing,กว้าง 30 ซม.,692,T-2021109-00001,2023-11-02,WORF0010200200#2023-11-02#T-2021109-00001#3#1,2021033,2021033#WORF0010200200#2023-11-02#T-2021109-00001#3#1,001,WORF0010200200,3,MG1,2021033,1,1,0,1,เมตร,001
MG5#2021004#I-2021004-00069#9#1#P2000100100000,MG5#2021004#I-2021004-00069#9#1#P2000100100000,ดินถม,,617,I-2021004-00069,2024-01-16,P2000100100000#2024-01-16#I-2021004-00069#9#1,2021004,2021004#P2000100100000#2024-01-16#I-2021004-00069#9#1,001,P2000100100000,9,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#282#1#P3600100700108,MG5#2021004#I-2021004-00135#282#1#P3600100700108,สีกันไฟ,S99 (23.70 ลิตร/ถัง),383,I-2021004-00135,2024-09-06,P3600100700108#2024-09-06#I-2021004-00135#282#1,2021004,2021004#P3600100700108#2024-09-06#I-2021004-00135#282#1,001,P3600100700108,282,MG5,2021004,1,1,0,1,ถัง,001
MG5#2021004#I-2021004-00135#1729#1#P3050101200113,MG5#2021004#I-2021004-00135#1729#1#P3050101200113,ปูนกาว TTB,(25 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101200113#2024-09-06#I-2021004-00135#1729#1,2021004,2021004#P3050101200113#2024-09-06#I-2021004-00135#1729#1,001,P3050101200113,1729,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021004#I-2021004-00135#2131#1#P2400104304400,MG5#2021004#I-2021004-00135#2131#1#P2400104304400,อุปกรณ์ความปลอดภัยส่วนบุคคล,หมวกเซฟตี้ สีแดง,383,I-2021004-00135,2024-09-06,P2400104304400#2024-09-06#I-2021004-00135#2131#1,2021004,2021004#P2400104304400#2024-09-06#I-2021004-00135#2131#1,001,P2400104304400,2131,MG5,2021004,1,1,0,1,ใบ,001
MG5#2021004#I-2021004-00135#772#1#P2400103502500,MG5#2021004#I-2021004-00135#772#1#P2400103502500,วัสดุกันซึม,อะครีลิค ซิลแลนท์ B212 (24 หลอด/ลัง),383,I-2021004-00135,2024-09-06,P2400103502500#2024-09-06#I-2021004-00135#772#1,2021004,2021004#P2400103502500#2024-09-06#I-2021004-00135#772#1,001,P2400103502500,772,MG5,2021004,1,1,0,1,หลอด,001
MG5#2021004#I-2021004-00135#411#1#P3050101300119,MG5#2021004#I-2021004-00135#411#1#P3050101300119,ปูนยาแนว PO-157,(1 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101300119#2024-09-06#I-2021004-00135#411#1,2021004,2021004#P3050101300119#2024-09-06#I-2021004-00135#411#1,001,P3050101300119,411,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021004#I-2021004-00135#1275#1#P1050100200500,MG5#2021004#I-2021004-00135#1275#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1275#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1275#1,001,P1050100200500,1275,MG5,2021004,1,1,0,1,เส้น,001
MG5#2021004#I-2021004-00135#1931#1#P4050101200800,MG5#2021004#I-2021004-00135#1931#1#P4050101200800,ท่อใยหิน,ขนาด 90x50 ซม.,383,I-2021004-00135,2024-09-06,P4050101200800#2024-09-06#I-2021004-00135#1931#1,2021004,2021004#P4050101200800#2024-09-06#I-2021004-00135#1931#1,001,P4050101200800,1931,MG5,2021004,1,1,0,1,ท่อน,001
MG1#2021125#T-2021031-00003#2#1#A1050102200000,MG1#2021125#T-2021031-00003#2#1#A1050102200000,ตู้เชื่อม พลัง,,1118,T-2021031-00003,2022-09-02,A1050102200000#2022-09-02#T-2021031-00003#2#1,2021125,2021125#A1050102200000#2022-09-02#T-2021031-00003#2#1,001,A1050102200000,2,MG1,2021125,1,1,0,1,เครื่อง,001
MG5#2021004#I-2021004-00135#547#1#P3050101300109,MG5#2021004#I-2021004-00135#547#1#P3050101300109,ปูนยาแนว PO-157,(1 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101300109#2024-09-06#I-2021004-00135#547#1,2021004,2021004#P3050101300109#2024-09-06#I-2021004-00135#547#1,001,P3050101300109,547,MG5,2021004,1,1,0,1,ถุง,001
MG3#2021001#I-2021001-00040#6#1#P3801000100100,MG3#2021001#I-2021001-00040#6#1#P3801000100100,Matix สวิตช์,แผ่นปิด 1 ช่อง AM5000,1692,I-2021001-00040,2021-02-05,P3801000100100#2021-02-05#I-2021001-00040#6#1,2021001,2021001#P3801000100100#2021-02-05#I-2021001-00040#6#1,SITE,P3801000100100,6,MG3,2021001,1,1,0,1,ชิ้น,SITE
MG5#2021004#I-2021004-00135#1393#1#P1050100200500,MG5#2021004#I-2021004-00135#1393#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1393#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1393#1,001,P1050100200500,1393,MG5,2021004,1,1,0,1,เส้น,001
MG5#2021004#I-2021004-00135#1429#1#P1050100200500,MG5#2021004#I-2021004-00135#1429#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1429#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1429#1,001,P1050100200500,1429,MG5,2021004,1,1,0,1,เส้น,001
MG5#2021004#I-2021004-00126#136#1#P2000101800100,MG5#2021004#I-2021004-00126#136#1#P2000101800100,ดินเหนียว,เนื้อละเอียด,405,I-2021004-00126,2024-08-15,P2000101800100#2024-08-15#I-2021004-00126#136#1,2021004,2021004#P2000101800100#2024-08-15#I-2021004-00126#136#1,001,P2000101800100,136,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00067#153#1#P2000100100000,MG5#2021004#I-2021004-00067#153#1#P2000100100000,ดินถม,,617,I-2021004-00067,2024-01-16,P2000100100000#2024-01-16#I-2021004-00067#153#1,2021004,2021004#P2000100100000#2024-01-16#I-2021004-00067#153#1,001,P2000100100000,153,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#1356#1#P1050100200500,MG5#2021004#I-2021004-00135#1356#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1356#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1356#1,001,P1050100200500,1356,MG5,2021004,1,1,0,1,เส้น,001
MG5#2021004#I-2021004-00135#873#1#P3000100500500,MG5#2021004#I-2021004-00135#873#1#P3000100500500,บล็อคแก้ว,ขนาด 0.20x0.60 m.หนา 10 cm.,383,I-2021004-00135,2024-09-06,P3000100500500#2024-09-06#I-2021004-00135#873#1,2021004,2021004#P3000100500500#2024-09-06#I-2021004-00135#873#1,001,P3000100500500,873,MG5,2021004,1,1,0,1,ก้อน,001
MG5#2021004#I-2021004-00126#49#1#P2000101800100,MG5#2021004#I-2021004-00126#49#1#P2000101800100,ดินเหนียว,เนื้อละเอียด,405,I-2021004-00126,2024-08-15,P2000101800100#2024-08-15#I-2021004-00126#49#1,2021004,2021004#P2000101800100#2024-08-15#I-2021004-00126#49#1,001,P2000101800100,49,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG3#2021001#I-2021001-00022#31#1#P3801000100100,MG3#2021001#I-2021001-00022#31#1#P3801000100100,Matix สวิตช์,แผ่นปิด 1 ช่อง AM5000,1694,I-2021001-00022,2021-02-03,P3801000100100#2021-02-03#I-2021001-00022#31#1,2021001,2021001#P3801000100100#2021-02-03#I-2021001-00022#31#1,SITE,P3801000100100,31,MG3,2021001,1,1,0,1,ชิ้น,SITE
MG5#2021004#I-2021004-00135#539#1#P3050101300109,MG5#2021004#I-2021004-00135#539#1#P3050101300109,ปูนยาแนว PO-157,(1 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101300109#2024-09-06#I-2021004-00135#539#1,2021004,2021004#P3050101300109#2024-09-06#I-2021004-00135#539#1,001,P3050101300109,539,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021004#I-2021004-00135#888#1#P1100101101800,MG5#2021004#I-2021004-00135#888#1#P1100101101800,เหล็กแผ่นลาย,4'x8'x3.2mm.,383,I-2021004-00135,2024-09-06,P1100101101800#2024-09-06#I-2021004-00135#888#1,2021004,2021004#P1100101101800#2024-09-06#I-2021004-00135#888#1,001,P1100101101800,888,MG5,2021004,1,1,0,1,แผ่น12345,001
MG5#2021004#I-2021004-00135#1009#1#P2400101300500,MG5#2021004#I-2021004-00135#1009#1#P2400101300500,น้ำยาล้าง,น้ำยาล้างรถ,383,I-2021004-00135,2024-09-06,P2400101300500#2024-09-06#I-2021004-00135#1009#1,2021004,2021004#P2400101300500#2024-09-06#I-2021004-00135#1009#1,001,P2400101300500,1009,MG5,2021004,1,1,0,1,แกลลอน,001
MG5#2021004#I-2021004-00135#1676#1#P3050101200113,MG5#2021004#I-2021004-00135#1676#1#P3050101200113,ปูนกาว TTB,(25 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101200113#2024-09-06#I-2021004-00135#1676#1,2021004,2021004#P3050101200113#2024-09-06#I-2021004-00135#1676#1,001,P3050101200113,1676,MG5,2021004,1,1,0,1,ถุง,001
MG3#2021001#I-2021001-00049#105#1#P3801000500200,MG3#2021001#I-2021001-00049#105#1#P3801000500200,Matix กล่องลอย,AM5526S,1246,I-2021001-00049,2022-04-27,P3801000500200#2022-04-27#I-2021001-00049#105#1,2021001,2021001#P3801000500200#2022-04-27#I-2021001-00049#105#1,SITE,P3801000500200,105,MG3,2021001,1,1,0,1,ใบ,SITE
MG5#2021004#I-2021004-00126#154#1#P2000101800100,MG5#2021004#I-2021004-00126#154#1#P2000101800100,ดินเหนียว,เนื้อละเอียด,405,I-2021004-00126,2024-08-15,P2000101800100#2024-08-15#I-2021004-00126#154#1,2021004,2021004#P2000101800100#2024-08-15#I-2021004-00126#154#1,001,P2000101800100,154,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00067#186#1#P2000100100000,MG5#2021004#I-2021004-00067#186#1#P2000100100000,ดินถม,,617,I-2021004-00067,2024-01-16,P2000100100000#2024-01-16#I-2021004-00067#186#1,2021004,2021004#P2000100100000#2024-01-16#I-2021004-00067#186#1,001,P2000100100000,186,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#113#1#FGRF0010500000,MG5#2021004#I-2021004-00135#113#1#FGRF0010500000,Danpalon-TH Screw for fastenner (SH3 10-24x16 WAF),'@ 12M Ref. Grey,383,I-2021004-00135,2024-09-06,FGRF0010500000#2024-09-06#I-2021004-00135#113#1,2021004,2021004#FGRF0010500000#2024-09-06#I-2021004-00135#113#1,001,FGRF0010500000,113,MG5,2021004,1,1,0,1,PCS,001
MG5#2021004#I-2021004-00135#1906#1#P4050101200800,MG5#2021004#I-2021004-00135#1906#1#P4050101200800,ท่อใยหิน,ขนาด 90x50 ซม.,383,I-2021004-00135,2024-09-06,P4050101200800#2024-09-06#I-2021004-00135#1906#1,2021004,2021004#P4050101200800#2024-09-06#I-2021004-00135#1906#1,001,P4050101200800,1906,MG5,2021004,1,1,0,1,ท่อน,001
MG5#2021004#I-2021004-00135#728#1#P1000100300300,MG5#2021004#I-2021004-00135#728#1#P1000100300300,คอนกรีต,Strenght 240 ksc. Cyl,383,I-2021004-00135,2024-09-06,P1000100300300#2024-09-06#I-2021004-00135#728#1,2021004,2021004#P1000100300300#2024-09-06#I-2021004-00135#728#1,001,P1000100300300,728,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00067#131#1#P2000100100000,MG5#2021004#I-2021004-00067#131#1#P2000100100000,ดินถม,,617,I-2021004-00067,2024-01-16,P2000100100000#2024-01-16#I-2021004-00067#131#1,2021004,2021004#P2000100100000#2024-01-16#I-2021004-00067#131#1,001,P2000100100000,131,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#1133#1#P2400102201200,MG5#2021004#I-2021004-00135#1133#1#P2400102201200,กระดาษกาว/เทปกาว/กาว,เทปพันเกลียว,383,I-2021004-00135,2024-09-06,P2400102201200#2024-09-06#I-2021004-00135#1133#1,2021004,2021004#P2400102201200#2024-09-06#I-2021004-00135#1133#1,001,P2400102201200,1133,MG5,2021004,1,1,0,1,ม้วน,001
MG5#2021004#I-2021004-00067#71#1#P2000100100000,MG5#2021004#I-2021004-00067#71#1#P2000100100000,ดินถม,,617,I-2021004-00067,2024-01-16,P2000100100000#2024-01-16#I-2021004-00067#71#1,2021004,2021004#P2000100100000#2024-01-16#I-2021004-00067#71#1,001,P2000100100000,71,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#1627#1#P3050101200113,MG5#2021004#I-2021004-00135#1627#1#P3050101200113,ปูนกาว TTB,(25 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101200113#2024-09-06#I-2021004-00135#1627#1,2021004,2021004#P3050101200113#2024-09-06#I-2021004-00135#1627#1,001,P3050101200113,1627,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021004#I-2021004-00135#1253#1#P2400102201800,MG5#2021004#I-2021004-00135#1253#1#P2400102201800,กระดาษกาว/เทปกาว/กาว,เทปแถบขาว-แดง,383,I-2021004-00135,2024-09-06,P2400102201800#2024-09-06#I-2021004-00135#1253#1,2021004,2021004#P2400102201800#2024-09-06#I-2021004-00135#1253#1,001,P2400102201800,1253,MG5,2021004,1,1,0,1,ม้วน,001
MG5#2021004#I-2021004-00135#913#1#P1100101101800,MG5#2021004#I-2021004-00135#913#1#P1100101101800,เหล็กแผ่นลาย,4'x8'x3.2mm.,383,I-2021004-00135,2024-09-06,P1100101101800#2024-09-06#I-2021004-00135#913#1,2021004,2021004#P1100101101800#2024-09-06#I-2021004-00135#913#1,001,P1100101101800,913,MG5,2021004,1,1,0,1,แผ่น12345,001
MG5#2021004#I-2021004-00135#1487#1#P1050100200500,MG5#2021004#I-2021004-00135#1487#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1487#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1487#1,001,P1050100200500,1487,MG5,2021004,1,1,0,1,เส้น,001
MG5#2021004#I-2021004-00067#42#1#P2000100100000,MG5#2021004#I-2021004-00067#42#1#P2000100100000,ดินถม,,617,I-2021004-00067,2024-01-16,P2000100100000#2024-01-16#I-2021004-00067#42#1,2021004,2021004#P2000100100000#2024-01-16#I-2021004-00067#42#1,001,P2000100100000,42,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021006#I-2021006-00015#18#1#P2000100100000,MG5#2021006#I-2021006-00015#18#1#P2000100100000,ดินถม,,725,I-2021006-00015,2023-09-30,P2000100100000#2023-09-30#I-2021006-00015#18#1,2021006,2021006#P2000100100000#2023-09-30#I-2021006-00015#18#1,W1,P2000100100000,18,MG5,2021006,1,1,0,1,ลบ.ม.,W1
MG1#2021031#I-2021031-00003#23#1#B1000101400000,MG1#2021031#I-2021031-00003#23#1#B1000101400000,กระดาษ เช็คปาก,,1118,I-2021031-00003,2022-09-02,B1000101400000#2022-09-02#I-2021031-00003#23#1,2021031,2021031#B1000101400000#2022-09-02#I-2021031-00003#23#1,001,B1000101400000,23,MG1,2021031,1,1,0,1,กล่อง,001
MG3#2021001#I-2021001-00022#28#1#P3801000100100,MG3#2021001#I-2021001-00022#28#1#P3801000100100,Matix สวิตช์,แผ่นปิด 1 ช่อง AM5000,1694,I-2021001-00022,2021-02-03,P3801000100100#2021-02-03#I-2021001-00022#28#1,2021001,2021001#P3801000100100#2021-02-03#I-2021001-00022#28#1,SITE,P3801000100100,28,MG3,2021001,1,1,0,1,ชิ้น,SITE
MG5#2021004#I-2021004-00126#66#1#P2000101800100,MG5#2021004#I-2021004-00126#66#1#P2000101800100,ดินเหนียว,เนื้อละเอียด,405,I-2021004-00126,2024-08-15,P2000101800100#2024-08-15#I-2021004-00126#66#1,2021004,2021004#P2000101800100#2024-08-15#I-2021004-00126#66#1,001,P2000101800100,66,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#2186#1#P2400104304400,MG5#2021004#I-2021004-00135#2186#1#P2400104304400,อุปกรณ์ความปลอดภัยส่วนบุคคล,หมวกเซฟตี้ สีแดง,383,I-2021004-00135,2024-09-06,P2400104304400#2024-09-06#I-2021004-00135#2186#1,2021004,2021004#P2400104304400#2024-09-06#I-2021004-00135#2186#1,001,P2400104304400,2186,MG5,2021004,1,1,0,1,ใบ,001
MG3#2021001#I-2021001-00040#16#1#P3801000100100,MG3#2021001#I-2021001-00040#16#1#P3801000100100,Matix สวิตช์,แผ่นปิด 1 ช่อง AM5000,1692,I-2021001-00040,2021-02-05,P3801000100100#2021-02-05#I-2021001-00040#16#1,2021001,2021001#P3801000100100#2021-02-05#I-2021001-00040#16#1,SITE,P3801000100100,16,MG3,2021001,1,1,0,1,ชิ้น,SITE
MG5#2021004#I-2021004-00022#1#1#P2000100100000,MG5#2021004#I-2021004-00022#1#1#P2000100100000,ดินถม,,1035,I-2021004-00022,2022-11-24,P2000100100000#2022-11-24#I-2021004-00022#1#1,2021004,2021004#P2000100100000#2022-11-24#I-2021004-00022#1#1,001,P2000100100000,1,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#119#1#FGRF0010500000,MG5#2021004#I-2021004-00135#119#1#FGRF0010500000,Danpalon-TH Screw for fastenner (SH3 10-24x16 WAF),'@ 12M Ref. Grey,383,I-2021004-00135,2024-09-06,FGRF0010500000#2024-09-06#I-2021004-00135#119#1,2021004,2021004#FGRF0010500000#2024-09-06#I-2021004-00135#119#1,001,FGRF0010500000,119,MG5,2021004,1,1,0,1,PCS,001
MG5#2021004#I-2021004-00135#741#1#P1000100300300,MG5#2021004#I-2021004-00135#741#1#P1000100300300,คอนกรีต,Strenght 240 ksc. Cyl,383,I-2021004-00135,2024-09-06,P1000100300300#2024-09-06#I-2021004-00135#741#1,2021004,2021004#P1000100300300#2024-09-06#I-2021004-00135#741#1,001,P1000100300300,741,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#1671#1#P3050101200113,MG5#2021004#I-2021004-00135#1671#1#P3050101200113,ปูนกาว TTB,(25 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101200113#2024-09-06#I-2021004-00135#1671#1,2021004,2021004#P3050101200113#2024-09-06#I-2021004-00135#1671#1,001,P3050101200113,1671,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021004#I-2021004-00135#602#1#P2400102303400,MG5#2021004#I-2021004-00135#602#1#P2400102303400,เทปกั้น/สายวัด/ตลับเมตร/ไฟฉาย,สายอัดจารบี ลูกปืนครัทช์ (หัวตรง),383,I-2021004-00135,2024-09-06,P2400102303400#2024-09-06#I-2021004-00135#602#1,2021004,2021004#P2400102303400#2024-09-06#I-2021004-00135#602#1,001,P2400102303400,602,MG5,2021004,1,1,0,1,เส้น,001
MG3#2021001#I-2021001-00049#86#1#P3801000500200,MG3#2021001#I-2021001-00049#86#1#P3801000500200,Matix กล่องลอย,AM5526S,1246,I-2021001-00049,2022-04-27,P3801000500200#2022-04-27#I-2021001-00049#86#1,2021001,2021001#P3801000500200#2022-04-27#I-2021001-00049#86#1,SITE,P3801000500200,86,MG3,2021001,1,1,0,1,ใบ,SITE
MG5#2021003#I-2021003-00008#6#1#P5000100100100,MG5#2021003#I-2021003-00008#6#1#P5000100100100,สายไฟ VAF 1.0 sq. mm.,100 เมตร/ขด,744,I-2021003-00008,2023-09-11,P5000100100100#2023-09-11#I-2021003-00008#6#1,2021003,2021003#P5000100100100#2023-09-11#I-2021003-00008#6#1,001,P5000100100100,6,MG5,2021003,1,1,0,1,ม้วน,001
MG5#2021004#I-2021004-00135#858#1#P3000100500500,MG5#2021004#I-2021004-00135#858#1#P3000100500500,บล็อคแก้ว,ขนาด 0.20x0.60 m.หนา 10 cm.,383,I-2021004-00135,2024-09-06,P3000100500500#2024-09-06#I-2021004-00135#858#1,2021004,2021004#P3000100500500#2024-09-06#I-2021004-00135#858#1,001,P3000100500500,858,MG5,2021004,1,1,0,1,ก้อน,001
MG3#2021001#I-2021001-00049#28#1#P3801000500200,MG3#2021001#I-2021001-00049#28#1#P3801000500200,Matix กล่องลอย,AM5526S,1246,I-2021001-00049,2022-04-27,P3801000500200#2022-04-27#I-2021001-00049#28#1,2021001,2021001#P3801000500200#2022-04-27#I-2021001-00049#28#1,SITE,P3801000500200,28,MG3,2021001,1,1,0,1,ใบ,SITE
MG5#2021004#I-2021004-00135#2236#1#P2400104304400,MG5#2021004#I-2021004-00135#2236#1#P2400104304400,อุปกรณ์ความปลอดภัยส่วนบุคคล,หมวกเซฟตี้ สีแดง,383,I-2021004-00135,2024-09-06,P2400104304400#2024-09-06#I-2021004-00135#2236#1,2021004,2021004#P2400104304400#2024-09-06#I-2021004-00135#2236#1,001,P2400104304400,2236,MG5,2021004,1,1,0,1,ใบ,001
MG3#2021001#I-2021001-00022#19#1#P3801000100100,MG3#2021001#I-2021001-00022#19#1#P3801000100100,Matix สวิตช์,แผ่นปิด 1 ช่อง AM5000,1694,I-2021001-00022,2021-02-03,P3801000100100#2021-02-03#I-2021001-00022#19#1,2021001,2021001#P3801000100100#2021-02-03#I-2021001-00022#19#1,SITE,P3801000100100,19,MG3,2021001,1,1,0,1,ชิ้น,SITE
MG5#2021004#I-2021004-00126#224#1#P2000101800100,MG5#2021004#I-2021004-00126#224#1#P2000101800100,ดินเหนียว,เนื้อละเอียด,405,I-2021004-00126,2024-08-15,P2000101800100#2024-08-15#I-2021004-00126#224#1,2021004,2021004#P2000101800100#2024-08-15#I-2021004-00126#224#1,001,P2000101800100,224,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#2172#1#P2400104304400,MG5#2021004#I-2021004-00135#2172#1#P2400104304400,อุปกรณ์ความปลอดภัยส่วนบุคคล,หมวกเซฟตี้ สีแดง,383,I-2021004-00135,2024-09-06,P2400104304400#2024-09-06#I-2021004-00135#2172#1,2021004,2021004#P2400104304400#2024-09-06#I-2021004-00135#2172#1,001,P2400104304400,2172,MG5,2021004,1,1,0,1,ใบ,001
MG5#2021006#I-2021006-00002#19#1#P2000101300000,MG5#2021006#I-2021006-00002#19#1#P2000101300000,ทรายหยาบ,,1400,I-2021006-00002,2021-11-24,P2000101300000#2021-11-24#I-2021006-00002#19#1,2021006,2021006#P2000101300000#2021-11-24#I-2021006-00002#19#1,W1,P2000101300000,19,MG5,2021006,1,1,0,1,ลบ.ม.,W1
MG1#2021093#I-2021093-00489#1#1#P3450100200000,MG1#2021093#I-2021093-00489#1#1#P3450100200000,วงกบประตูไม้สัก,,568,I-2021093-00489,2024-03-05,P3450100200000#2024-03-05#I-2021093-00489#1#1,2021093,2021093#P3450100200000#2024-03-05#I-2021093-00489#1#1,001,P3450100200000,1,MG1,2021093,1,1,0,1,ชุด/set,001
